	bwnet_20$colors		ensembl_id	uniprot_function
Zm00001eb006020	green		Zm00001eb006870	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12) (Fragment)/Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12) (Fragment)/Ubiquitin carboxyl-terminal hydrolase/
Zm00001eb006040	green		Zm00001eb006880	Uncharacterized protein/Uncharacterized protein/TMEM135_C_rich domain-containing protein/
Zm00001eb006080	green		Zm00001eb006890	Calmodulin-binding transcription activator 2/Calmodulin-binding transcription activator 2/Calmodulin-binding transcription activator 3/IPT/TIG domain-containing protein/
Zm00001eb006090	tan		Zm00001eb006900	Putative mitochondrial adenine nucleotide transporter BTL2/
Zm00001eb006150	blue		Zm00001eb006910	Putative mitochondrial adenine nucleotide transporter BTL2/Putative mitochondrial adenine nucleotide transporter BTL2/Putative mitochondrial adenine nucleotide transporter BTL3/Uncharacterized protein/Grx_S14-glutaredoxin subgroup II/
Zm00001eb006160	salmon		Zm00001eb006920	Conserved oligomeric Golgi complex subunit 8 (COG complex subunit 8) (Component of oligomeric Golgi complex 8)/Conserved oligomeric Golgi complex subunit 8 (COG complex subunit 8) (Component of oligomeric Golgi complex 8)/Component of oligomeric Golgi complex 8 (Conserved oligomeric Golgi complex subunit 8)/
Zm00001eb006210	salmon		Zm00001eb006940	Ras-related protein RABH1b/Ras-related protein RABH1b/Ras-related protein Rab-6A/Ras-related protein RABH1e/
Zm00001eb006300	blue		Zm00001eb007010	"Polymerase/histidinol phosphatase-like/Polymerase/histidinol phosphatase-like/Protein trpH, mRNA/5'-3' exoribonuclease/Protein trpH/"
Zm00001eb006310	pink		Zm00001eb007090	Tetratricopeptide repeat (TPR)-like superfamily protein/Tetratricopeptide repeat (TPR)-like superfamily protein/Tetratricopeptide repeat (TPR)-like superfamily protein (Fragment)/Pre-mRNA-processing factor 39/Uncharacterized protein/
Zm00001eb006380	green		Zm00001eb007150	Got1/Sft2-like vescicle transport protein family/Got1/Sft2-like vescicle transport protein family/Uncharacterized protein/Vesicle transport protein GOT1/Golgi transport 1 protein B (Got1/Sft2-like vescicle transport protein family)/
Zm00001eb006390	green		Zm00001eb007170	MFP1 attachment factor 1/
Zm00001eb006410	green		Zm00001eb007190	Putative pentatricopeptide repeat-containing protein/Putative pentatricopeptide repeat-containing protein/Uncharacterized protein/
Zm00001eb006490	turquoise		Zm00001eb007230	ARM-repeat/Tetratricopeptide repeat (TPR)-like protein/ARM-repeat/Tetratricopeptide repeat (TPR)-like protein/Uncharacterized protein/
Zm00001eb006520	green		Zm00001eb007240	"Mitochondrial ribosomal protein L43/Mitochondrial ribosomal protein L43/54S ribosomal protein L51, mitochondrial/"
Zm00001eb006570	pink		Zm00001eb007250	Syntaxin/t-SNARE family protein/Syntaxin/t-SNARE family protein/Syntaxin-6_N domain-containing protein/
Zm00001eb006590	tan		Zm00001eb007280	BTB/POZ domain-containing protein/BTB/POZ domain-containing protein/Transposon protein Mutator sub-class/Uncharacterized protein/NPH3 domain-containing protein/
Zm00001eb006600	turquoise		Zm00001eb007310	Uncharacterized protein/Uncharacterized protein/CASP-like protein/CASP-like protein 16/CASP-like protein 5A2 (ZmCASPL5A2)/CASP-like protein 5A1 (ZmCASPL5A1)/
Zm00001eb006660	turquoise		Zm00001eb007320	Uncharacterized protein/
Zm00001eb006760	blue		Zm00001eb007510	BTB/POZ domain-containing protein NPY2/BTB/POZ domain-containing protein NPY2/Transposon protein Mutator sub-class/Uncharacterized protein/
Zm00001eb006770	pink		Zm00001eb007550	Tetratricopeptide repeat-like superfamily protein/
Zm00001eb006840	turquoise		Zm00001eb007580	Transcription factor bHLH54/Transcription factor bHLH54/Transcription factor bHLH84/Uncharacterized protein/Urb2 domain-containing protein/
Zm00001eb006870	brown		Zm00001eb007690	Cyclin-related/Cyclin-related/Uncharacterized protein/Somatic embryogenesis related protein/
Zm00001eb006880	turquoise		Zm00001eb007730	Outer mitochondrial membrane protein porin/Outer mitochondrial membrane protein porin/Mitochondrial outer membrane protein porin 5/
Zm00001eb006890	turquoise		Zm00001eb007740	Glycosyl hydrolase family 10 protein/Glycosyl hydrolase family 10 protein/Anti-sigma-I factor RsgI6/
Zm00001eb006900	turquoise		Zm00001eb007780	Peptidyl-prolyl cis-trans isomerase CYP65/Peptidyl-prolyl cis-trans isomerase CYP65/RING-type E3 ubiquitin transferase (EC 2.3.2.27)/
Zm00001eb006910	blue		Zm00001eb007800	"Arabinanase/levansucrase/invertase/Arabinanase/levansucrase/invertase/Uncharacterized protein/Glycosyl hydrolase, family 43 protein/"
Zm00001eb006920	green		Zm00001eb007810	ADP-ribosylation factor-like protein 8B/ADP-ribosylation factor-like protein 8B/ADP-ribosylation factor-like protein 8a/
Zm00001eb006940	turquoise		Zm00001eb007830	Protein NPGR1/Protein NPGR1/Uncharacterized protein/No pollen germination related 1/
Zm00001eb007010	green		Zm00001eb007850	Chitinase (EC 3.2.1.14)/
Zm00001eb007090	pink		Zm00001eb007860	40S ribosomal protein S3a/
Zm00001eb007150	blue		Zm00001eb007900	Uncharacterized protein/
Zm00001eb007170	pink		Zm00001eb007920	UPF0496 protein/UPF0496 protein/UPF0496 protein 1/
Zm00001eb007190	salmon		Zm00001eb007930	DNA glycosylase superfamily protein/DNA glycosylase superfamily protein/Methyltransferase-like protein 2/Uncharacterized protein/
Zm00001eb007230	brown		Zm00001eb007940	DNA glycosylase superfamily protein/
Zm00001eb007240	green		Zm00001eb007960	DeSI-like protein/DeSI-like protein/DeSI-like protein (Fragment)/PPPDE domain-containing protein/
Zm00001eb007250	cyan		Zm00001eb008030	Noc2p family/
Zm00001eb007280	turquoise		Zm00001eb008040	Nucleolar complex protein 2/
Zm00001eb007310	cyan		Zm00001eb008070	Polyol transporter 5/Polyol transporter 5/Putative polyol transporter 1 (Sorbitol transporter)/
Zm00001eb007320	blue		Zm00001eb008080	Putative polyol transporter 1/Putative polyol transporter 1/Hexose transporter/Polyol transporter protein 4/Polyol transporter 5/MFS domain-containing protein/
Zm00001eb007510	lightyellow		Zm00001eb008090	"Ditrans,polycis-polyprenyl diphosphate synthase ((2E,6E)-farnesyldiphosphate specific) (EC 2.5.1.87)/"
Zm00001eb007540	turquoise		Zm00001eb008170	Sulfate transporter 2.2/Sulfate transporter 2.2/Sulfate transporter 2.1/STAS domain-containing protein/
Zm00001eb007550	turquoise		Zm00001eb008180	Aminotransferase ALD1/
Zm00001eb007580	turquoise		Zm00001eb008250	Cytochrome b561 and DOMON domain-containing protein/
Zm00001eb007590	brown		Zm00001eb008270	Calcium-dependent lipid-binding (CaLB domain) family protein/
Zm00001eb007680	blue		Zm00001eb008310	FRIGIDA-like protein/FRIGIDA-like protein/Uncharacterized protein/
Zm00001eb007690	turquoise		Zm00001eb008370	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13/
Zm00001eb007730	lightyellow		Zm00001eb008400	T-complex protein 1 subunit gamma/
Zm00001eb007740	tan		Zm00001eb008420	Remorin6.3/Remorin6.3/Remorin_C domain-containing protein/Putative nucleolar protein 5-2/
Zm00001eb007780	salmon		Zm00001eb008440	Heparanase-like protein 1/Heparanase-like protein 1/Heparanase-like protein 1 (Heparanase-like protein 2)/Uncharacterized protein/
Zm00001eb007800	turquoise		Zm00001eb008450	Hexosyltransferase (EC 2.4.1.-)/Hexosyltransferase (EC 2.4.1.-)/Putative galacturonosyltransferase 13/Putative galacturonosyltransferase 14/
Zm00001eb007810	salmon		Zm00001eb008480	AT-rich interactive domain-containing protein 2/
Zm00001eb007830	pink		Zm00001eb008490	"Putative mitochondrial-processing peptidase subunit beta mitochondrial/Putative mitochondrial-processing peptidase subunit beta mitochondrial/Peptidase beta subunit/Putative mitochondrial-processing peptidase subunit beta, mitochondrial/"
Zm00001eb007850	turquoise		Zm00001eb008520	SNAP25 ous protein SNAP33/SNAP25 ous protein SNAP33/Uncharacterized protein/SNAP25 homologous protein SNAP29/SNAP25 homologous protein SNAP33/
Zm00001eb007860	green		Zm00001eb008530	Beta-glucosidase 40/Beta-glucosidase 40/Beta-glucosidase 6/Uncharacterized protein/
Zm00001eb007900	green		Zm00001eb008550	SecY protein transport family protein/SecY protein transport family protein/Protein transport protein Sec61 subunit alpha/Plug_translocon domain-containing protein/
Zm00001eb007920	blue		Zm00001eb008560	60S ribosomal protein L36a/
Zm00001eb007930	blue		Zm00001eb008590	Mitochondrial substrate carrier family protein/Mitochondrial substrate carrier family protein/Mitochondrial carrier YMR166C/
Zm00001eb007940	brown		Zm00001eb008620	Protein RIK/Protein RIK/ROUGH SHEATH2-interacting KH-domain protein/Uncharacterized protein/Protein RIK (Rough sheath 2-interacting KH domain protein) (RS2-interacting KH domain protein)/
Zm00001eb007960	tan		Zm00001eb008630	Replication protein A subunit/
Zm00001eb008030	brown		Zm00001eb008640	"Digalactosyldiacylglycerol synthase 2, chloroplastic/"
Zm00001eb008040	brown		Zm00001eb008680	Protein DROOPING LEAF/Protein DROOPING LEAF/C2C2-YABBY transcription factor (DL related protein) (Drooping leaf ortholog1) (Protein DROOPING LEAF)/
Zm00001eb008070	green		Zm00001eb008700	Methionyl-tRNA synthetase (EC 6.1.1.10)/
Zm00001eb008080	turquoise		Zm00001eb008730	"Pentatricopeptide repeat-containing protein mitochondrial/Pentatricopeptide repeat-containing protein mitochondrial/Pentatricopeptide repeat-containing protein/Pentatricopeptide repeat-containing protein ATP4, chloroplastic (ATP synthase 4)/"
Zm00001eb008090	green		Zm00001eb008750	Uncharacterized protein/Uncharacterized protein/Pentatricopeptide repeat-containing protein/
Zm00001eb008170	turquoise		Zm00001eb008790	Protein DETOXIFICATION (Multidrug and toxic compound extrusion protein)/Protein DETOXIFICATION (Multidrug and toxic compound extrusion protein)/Multidrug and toxic compound extrusion3/Protein DETOXIFICATION (Multidrug and toxic compound extrusion protein) (Fragment)/Multidrug and toxic compound extrusion3 (Fragment)/Uncharacterized protein/
Zm00001eb008180	turquoise		Zm00001eb008900	CCAAT-binding factor/CCAAT-binding factor/CCAAT/enhancer-binding protein zeta/
Zm00001eb008250	salmon		Zm00001eb008960	Proton pump-interactor 1/Proton pump-interactor 1/Acyltransferase (EC 2.3.1.-)/
Zm00001eb008270	turquoise		Zm00001eb008980	Putative peroxygenase 4/Putative peroxygenase 4/Peroxygenase/
Zm00001eb008310	green		Zm00001eb008990	RNI-like superfamily protein (Fragment)/
Zm00001eb008370	turquoise		Zm00001eb009010	Caleosin/Caleosin/Peroxygenase/Nuclear pore complex protein NUP155/
Zm00001eb008400	green		Zm00001eb009040	Uncharacterized protein/
Zm00001eb008410	brown		Zm00001eb009070	Uncharacterized protein/
Zm00001eb008420	turquoise		Zm00001eb009130	UDP-3-O-acyl N-acetylglycosamine deacetylase family protein/UDP-3-O-acyl N-acetylglycosamine deacetylase family protein/UDP-3-O-acyl-N-acetylglucosamine deacetylase (EC 3.5.1.108)/Putative UDP-3-O-acyl-N-acetylglucosamine deacetylase 5/
Zm00001eb008440	blue		Zm00001eb009170	HSF_DOMAIN domain-containing protein/HSF_DOMAIN domain-containing protein/Uncharacterized protein/Heat stress transcription factor A-9/Heat shock factor protein HSF8/
Zm00001eb008450	lightyellow		Zm00001eb009240	"Sec-independent protein translocase protein TATC, chloroplastic/"
Zm00001eb008480	green		Zm00001eb009250	Mitogen-activated protein kinase kinase 9/Mitogen-activated protein kinase kinase 9/Mitogen-activated protein kinase kinase 7/Protein kinase domain-containing protein/Putative MAP kinase family protein/
Zm00001eb008490	turquoise		Zm00001eb009310	Conserved oligomeric Golgi complex subunit 6 (COG complex subunit 6) (Component of oligomeric Golgi complex 6)/
Zm00001eb008520	green		Zm00001eb009320	Wall-associated receptor kinase-like 14/
Zm00001eb008530	turquoise		Zm00001eb009490	BHLH transcription factor (Fragment)/BHLH transcription factor (Fragment)/Transcription factor bHLH62/Transcription factor bHLH76/Transcription factor bHLH74/BHLH domain-containing protein/
Zm00001eb008550	green		Zm00001eb009500	Short hypocotyl in white light1/Short hypocotyl in white light1/Protein SHORT HYPOCOTYL IN WHITE LIGHT 1/Uncharacterized protein/
Zm00001eb008560	blue		Zm00001eb009540	Branched-chain-amino-acid aminotransferase (EC 2.6.1.42)/Branched-chain-amino-acid aminotransferase (EC 2.6.1.42)/Branched-chain-amino-acid aminotransferase/
Zm00001eb008590	turquoise		Zm00001eb009570	Putative inactive poly [ADP-ribose] polymerase SRO1/Putative inactive poly [ADP-ribose] polymerase SRO1/Putative inactive poly [ADP-ribose] polymerase SRO2/
Zm00001eb008610	green		Zm00001eb009600	Protein DETOXIFICATION (Multidrug and toxic compound extrusion protein)/
Zm00001eb008620	brown		Zm00001eb009630	Transcription factor bHLH18/Transcription factor bHLH18/Transcription factor bHLH25/
Zm00001eb008630	blue		Zm00001eb009640	Leucine-rich repeat receptor-like serine/threonine-protein kinase BAM3/Leucine-rich repeat receptor-like serine/threonine-protein kinase BAM3/Leucine-rich repeat receptor-like serine/threonine-protein kinase BAM2/Protein kinase domain-containing protein/
Zm00001eb008640	blue		Zm00001eb009660	Putative receptor-like serine/threonine-protein kinase/Putative receptor-like serine/threonine-protein kinase/Protein kinase domain-containing protein/
Zm00001eb008680	brown		Zm00001eb009670	ATP-dependent DNA helicase (EC 3.6.4.12)/ATP-dependent DNA helicase (EC 3.6.4.12)/Uncharacterized protein/Uncharacterized protein (Fragment)/DUF223 domain-containing protein/Replication protein A DNA-binding subunit B/Signal recognition particle protein 2/Tubulin beta-3 chain/Eukaryotic translation initiation factor 3 subunit J (eIF3j)/Retrotransposon protein/
Zm00001eb008700	brown		Zm00001eb009690	Fringe-related protein/
Zm00001eb008730	brown		Zm00001eb009770	Uncharacterized protein/
Zm00001eb008750	blue		Zm00001eb009800	Sodium/hydrogen exchanger 2/
Zm00001eb008790	brown		Zm00001eb009850	Proline-rich receptor-like protein kinase PERK4/Proline-rich receptor-like protein kinase PERK4/Proline-rich receptor-like protein kinase PERK5/Protein kinase domain-containing protein/Uncharacterized protein/
Zm00001eb008900	green		Zm00001eb009890	Putative metal tolerance protein C3/Putative metal tolerance protein C3/Metal tolerance protein 4/
Zm00001eb008960	turquoise		Zm00001eb009980	Protein NRT1/ PTR FAMILY 8.3/Protein NRT1/ PTR FAMILY 8.3/Uncharacterized protein/Peptide transporter PTR2/
Zm00001eb008980	tan		Zm00001eb009990	Protein NRT1/ PTR FAMILY 8.3/Protein NRT1/ PTR FAMILY 8.3/Protein NRT1/ PTR FAMILY 8.3 (Fragment)/Uncharacterized protein/
Zm00001eb008990	turquoise		Zm00001eb010040	NAD(P)-linked oxidoreductase superfamily protein/NAD(P)-linked oxidoreductase superfamily protein/Putative NAD(P)H-dependent oxidoreductase 1/Deoxymugineic acid synthase 1 (ZmDMAS1) (EC 1.1.1.285)/Aldose reductase (Fragment)/
Zm00001eb009010	blue		Zm00001eb010100	Cyclin-J18/Cyclin-J18/Cyclin-J18-like/
Zm00001eb009040	turquoise		Zm00001eb010110	"Type IV inositol polyphosphate 5-phosphatase 9/Type IV inositol polyphosphate 5-phosphatase 9/Uncharacterized protein/Type I inositol-1,4,5-trisphosphate 5-phosphatase CVP2 (Type IV inositol polyphosphate 5-phosphatase 9)/"
Zm00001eb009050	turquoise		Zm00001eb010140	Purple acid phosphatase (EC 3.1.3.2)/Purple acid phosphatase (EC 3.1.3.2)/Acid phosphatase (EC 3.1.3.2)/
Zm00001eb009070	tan		Zm00001eb010200	Translocase of chloroplast (EC 3.6.5.-)/
Zm00001eb009110	pink		Zm00001eb010210	RING-type E3 ubiquitin transferase (EC 2.3.2.27)/
Zm00001eb009130	tan		Zm00001eb010280	TSL-kinase interacting protein 1/TSL-kinase interacting protein 1/Uncharacterized protein/
Zm00001eb009170	salmon		Zm00001eb010290	Ras-related protein RABG3a/Ras-related protein RABG3a/Ras-related protein Rab7/Ras-related protein Rab7 (Fragment)/
Zm00001eb009240	green		Zm00001eb010300	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein/Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein/Ribonucloprotein/
Zm00001eb009250	turquoise		Zm00001eb010370	26S proteasome non-ATPase regulatory subunit 4/26S proteasome non-ATPase regulatory subunit 4/Actin depolymerizing factor5 (Actin-depolymerizing factor 5)/Actin-depolymerizing factor 5/
Zm00001eb009260	turquoise		Zm00001eb010380	UDP-N-acetylglucosamine diphosphorylase 2/UDP-N-acetylglucosamine diphosphorylase 2/Uncharacterized protein/
Zm00001eb009270	turquoise		Zm00001eb010410	Acyl-CoA-binding domain-containing protein 3/Acyl-CoA-binding domain-containing protein 3/Anti-sigma-I factor RsgI6/Uncharacterized protein/
Zm00001eb009310	blue		Zm00001eb010450	Pathogenesis-related thaumatin superfamily protein/Pathogenesis-related thaumatin superfamily protein/Thaumatin-like protein 1/Pathogenesis-related thaumatin superfamily protein (Thaumatin-like protein 1)/
Zm00001eb009320	cyan		Zm00001eb010460	Auxin transporter-like protein 3/Auxin transporter-like protein 3/Auxin transporter-like protein 2/
Zm00001eb009490	blue		Zm00001eb010540	Chaperonin 60 subunit beta 4 chloroplastic/Chaperonin 60 subunit beta 4 chloroplastic/ RuBisCo subunit binding-protein beta subunit (Fragment)/
Zm00001eb009500	salmon		Zm00001eb010560	Filament-like plant protein 4/
Zm00001eb009540	turquoise		Zm00001eb010700	40S ribosomal protein S20-1/40S ribosomal protein S20-1/40S ribosomal protein S20 (S22) (Fragment)/40S ribosomal protein S20/UDP-glucuronate 4-epimerase 2/
Zm00001eb009570	pink		Zm00001eb010790	V-type proton ATPase subunit a/V-type proton ATPase subunit a/Uncharacterized protein/
Zm00001eb009600	tan		Zm00001eb010860	Long chain base biosynthesis protein 1/Long chain base biosynthesis protein 1/Long chain base biosynthesis protein 1a/
Zm00001eb009630	salmon		Zm00001eb010900	Phosphomevalonate kinase (EC 2.7.4.2)/
Zm00001eb009640	brown		Zm00001eb010950	Ubiquitin-fold modifier-conjugating enzyme 1/
Zm00001eb009660	green		Zm00001eb010990	Disease resistance protein RPS5/Disease resistance protein RPS5/Disease resistance protein/Disease resistance protein RPS2/
