ENSEMBL_GeneID	cut_c_6_iii	cut_t_6_iii
Zm00001eb011020	59	72
Zm00001eb011030	0	0
Zm00001eb011040	8	0
Zm00001eb011050	69	58
Zm00001eb011060	3	6
Zm00001eb011070	0	1
Zm00001eb011080	0	1
Zm00001eb011090	0	0
Zm00001eb011100	0	0
Zm00001eb011110	0	0
Zm00001eb011120	0	0
Zm00001eb011140	2	1
Zm00001eb011150	14	17
Zm00001eb011160	2	1
Zm00001eb011170	2	2
Zm00001eb011180	0	0
Zm00001eb011190	0	0
Zm00001eb011200	0	1
Zm00001eb011210	0	0
Zm00001eb011220	2	3
Zm00001eb011230	0	6
Zm00001eb011240	0	0
Zm00001eb011250	0	0
Zm00001eb011270	1	0
Zm00001eb011280	3	5
Zm00001eb011290	0	0
Zm00001eb011300	7	2
Zm00001eb011310	1	1
Zm00001eb011320	0	0
Zm00001eb011330	0	0
Zm00001eb011340	0	0
Zm00001eb011350	0	0
Zm00001eb011360	0	0
Zm00001eb011370	0	1
Zm00001eb011380	13	4
Zm00001eb011410	0	0
Zm00001eb011420	7	11
Zm00001eb011430	0	0
Zm00001eb011440	0	0
Zm00001eb011450	18	42
Zm00001eb011460	2	5
Zm00001eb011470	2	9
Zm00001eb011480	3	4
Zm00001eb011490	28	27
Zm00001eb011500	0	0
Zm00001eb011510	0	0
Zm00001eb011520	1	0
Zm00001eb011530	1	4
Zm00001eb011550	1	1
Zm00001eb011560	0	1
Zm00001eb011570	0	0
Zm00001eb011580	4	12
Zm00001eb011590	17	5
Zm00001eb011600	0	1
Zm00001eb011610	1	1
Zm00001eb011620	5	11
Zm00001eb011630	3	2
Zm00001eb011640	2	10
Zm00001eb011650	3	6
Zm00001eb011670	76	31
Zm00001eb011680	1	5
Zm00001eb011700	4	6
Zm00001eb011720	9	9
Zm00001eb011730	3	1
Zm00001eb011750	12	16
Zm00001eb011760	6	9
Zm00001eb011770	0	0
Zm00001eb011780	8	9
Zm00001eb011800	49	63
Zm00001eb011810	7	8
Zm00001eb011820	18	3
Zm00001eb011830	0	3
Zm00001eb011840	9	2
Zm00001eb011850	0	0
Zm00001eb011860	0	2
Zm00001eb011870	0	0
Zm00001eb011880	16	12
Zm00001eb011890	0	0
Zm00001eb011900	0	0
Zm00001eb011910	6	3
Zm00001eb011920	9	19
Zm00001eb011930	1	0
Zm00001eb011940	1	0
Zm00001eb011950	5	5
Zm00001eb011960	24	38
Zm00001eb011970	9	5
Zm00001eb011980	32	40
Zm00001eb011990	10	11
Zm00001eb012000	15	6
Zm00001eb012010	16	6
Zm00001eb012020	16	14
Zm00001eb012030	0	0
Zm00001eb012040	11	29
Zm00001eb012060	5	11
Zm00001eb012070	3	5
Zm00001eb012080	8	6
Zm00001eb012090	0	0
Zm00001eb012100	13	25
Zm00001eb012120	0	0
Zm00001eb012130	0	0
Zm00001eb012140	6	16
Zm00001eb012150	0	0
Zm00001eb012160	0	0
Zm00001eb012180	5	1
Zm00001eb012190	0	0
Zm00001eb012200	6	7
Zm00001eb012210	3	6
Zm00001eb012220	9	45
Zm00001eb012240	2	4
Zm00001eb012250	4	0
Zm00001eb012260	0	0
Zm00001eb012270	104	47
Zm00001eb012280	14	20
Zm00001eb012290	0	0
Zm00001eb012300	20	37
Zm00001eb012310	20	19
Zm00001eb012320	0	0
Zm00001eb012330	3	11
Zm00001eb012340	12	11
Zm00001eb012350	1	0
Zm00001eb012360	7	4
Zm00001eb012370	0	0
Zm00001eb012380	3	4
Zm00001eb012390	6	9
Zm00001eb012400	0	0
Zm00001eb012410	0	2
Zm00001eb012420	0	0
Zm00001eb012430	19	12
Zm00001eb012440	2	1
Zm00001eb012450	0	0
Zm00001eb012460	0	0
Zm00001eb012470	28	26
Zm00001eb012480	5	9
Zm00001eb012490	0	0
Zm00001eb012500	0	0
Zm00001eb012510	0	0
Zm00001eb012530	1	2
Zm00001eb012540	11	25
Zm00001eb012550	0	0
Zm00001eb012560	6	1
Zm00001eb012570	1	0
Zm00001eb012580	76	91
Zm00001eb012590	7	15
Zm00001eb012600	21	32
Zm00001eb012610	40	48
Zm00001eb012620	0	0
Zm00001eb012630	0	0
Zm00001eb012640	0	0
Zm00001eb012650	15	8
Zm00001eb012660	3	11
Zm00001eb012670	23	31
Zm00001eb012680	2	0
Zm00001eb012690	2	17
Zm00001eb012700	1	0
Zm00001eb012710	7	8
Zm00001eb012720	5	9
Zm00001eb012740	0	0
Zm00001eb012750	3	1
Zm00001eb012760	14	17
Zm00001eb012770	7	14
Zm00001eb012780	3	8
Zm00001eb012790	12	8
Zm00001eb012800	4	4
Zm00001eb012820	0	0
Zm00001eb012830	0	0
Zm00001eb012840	0	0
Zm00001eb012850	2	0
Zm00001eb012860	36	58
Zm00001eb012870	7	1
Zm00001eb012880	35	26
Zm00001eb012890	17	18
Zm00001eb012900	10	3
Zm00001eb012910	0	0
Zm00001eb012920	15	10
Zm00001eb012930	6	1
Zm00001eb012940	0	0
Zm00001eb012950	7	12
Zm00001eb012960	5	3
Zm00001eb012970	0	0
Zm00001eb012980	18	14
Zm00001eb012990	0	0
Zm00001eb013000	5	8
Zm00001eb013010	0	0
Zm00001eb013020	2	0
Zm00001eb013030	6	1
Zm00001eb013040	2	0
Zm00001eb013060	1	0
Zm00001eb013070	0	0
Zm00001eb013080	283	179
Zm00001eb013090	0	0
Zm00001eb013100	2	0
Zm00001eb013110	15	10
Zm00001eb013120	12	7
Zm00001eb013130	6	25
Zm00001eb013140	4	2
Zm00001eb013150	3	0
Zm00001eb013170	0	0
Zm00001eb013180	21	19
Zm00001eb013190	15	20
Zm00001eb013220	12	8
Zm00001eb013230	15	21
Zm00001eb013240	14	16
Zm00001eb013250	5	4
Zm00001eb013260	0	0
Zm00001eb013270	18	16
Zm00001eb013280	0	0
Zm00001eb013290	0	0
Zm00001eb013300	2	4
Zm00001eb013310	0	0
Zm00001eb013320	0	0
Zm00001eb013330	0	0
Zm00001eb013340	3	6
Zm00001eb013350	0	0
Zm00001eb013360	6	12
Zm00001eb013370	1	0
Zm00001eb013380	0	1
Zm00001eb013390	0	0
Zm00001eb013410	0	0
Zm00001eb013420	2	8
Zm00001eb013430	272	197
Zm00001eb013440	8	2
Zm00001eb013450	3	2
Zm00001eb013460	22	14
Zm00001eb013470	0	0
Zm00001eb013480	0	0
Zm00001eb013490	37	70
Zm00001eb013500	3	6
Zm00001eb013510	2	7
Zm00001eb013520	82	51
Zm00001eb013540	3	8
Zm00001eb013550	4	7
Zm00001eb013560	0	0
Zm00001eb013580	0	0
Zm00001eb013590	4	3
Zm00001eb013600	3	0
Zm00001eb013610	9	10
Zm00001eb013620	3	1
Zm00001eb013630	0	0
Zm00001eb013640	23	36
Zm00001eb013650	9	13
Zm00001eb013660	13	8
Zm00001eb013670	0	0
Zm00001eb013680	0	0
Zm00001eb013690	2	7
Zm00001eb013700	3	3
Zm00001eb013710	2	9
Zm00001eb013720	1	3
Zm00001eb013730	3	5
Zm00001eb013740	0	3
Zm00001eb013750	112	195
Zm00001eb013760	7	17
Zm00001eb013770	0	0
Zm00001eb013780	6	1
Zm00001eb013800	2	3
Zm00001eb013810	17	5
Zm00001eb013820	1	0
Zm00001eb013830	0	0
Zm00001eb013840	72	70
Zm00001eb013850	7	11
Zm00001eb013860	3	1
Zm00001eb013870	36	22
Zm00001eb013880	0	0
Zm00001eb013890	0	0
Zm00001eb013900	45	56
Zm00001eb013910	3	27
Zm00001eb013920	0	0
Zm00001eb013930	0	0
Zm00001eb013940	16	26
Zm00001eb013950	4	11
Zm00001eb013970	1	3
Zm00001eb013980	14	8
Zm00001eb013990	80	56
Zm00001eb014000	60	44
Zm00001eb014010	0	0
Zm00001eb014020	0	0
Zm00001eb014030	10	13
Zm00001eb014040	0	0
Zm00001eb014050	45	6
Zm00001eb014060	0	0
Zm00001eb014070	0	0
Zm00001eb014080	0	0
Zm00001eb014090	5	2
Zm00001eb014100	0	0
Zm00001eb014110	2	10
Zm00001eb014120	10	3
Zm00001eb014130	2	3
Zm00001eb014140	0	0
Zm00001eb014150	0	2
Zm00001eb014160	12	20
Zm00001eb014170	0	0
Zm00001eb014180	1	3
Zm00001eb014190	1	4
Zm00001eb014210	2	2
Zm00001eb014220	0	0
Zm00001eb014230	0	0
Zm00001eb014240	1	10
Zm00001eb014250	8	9
Zm00001eb014260	0	1
Zm00001eb014280	0	0
Zm00001eb014290	0	0
Zm00001eb014320	0	0
Zm00001eb014350	0	0
Zm00001eb014370	0	0
Zm00001eb014390	0	0
Zm00001eb014420	0	0
Zm00001eb014430	0	0
Zm00001eb014440	0	0
Zm00001eb014450	8	10
Zm00001eb014460	3	4
Zm00001eb014470	5	12
Zm00001eb014490	11	9
Zm00001eb014500	1	3
Zm00001eb014510	0	0
Zm00001eb014520	0	0
Zm00001eb014530	0	0
Zm00001eb014540	0	1
Zm00001eb014550	0	0
Zm00001eb014560	0	0
Zm00001eb014570	0	0
Zm00001eb014580	1	3
Zm00001eb014590	1	0
Zm00001eb014600	6	6
Zm00001eb014610	0	0
Zm00001eb014620	0	0
Zm00001eb014630	4	12
Zm00001eb014640	37	25
Zm00001eb014670	0	0
Zm00001eb014680	0	0
Zm00001eb014700	0	0
Zm00001eb014710	0	0
Zm00001eb014720	5	6
Zm00001eb014730	4	3
Zm00001eb014740	7	6
Zm00001eb014750	2	3
Zm00001eb014760	24	57
Zm00001eb014770	0	2
Zm00001eb014780	8	11
Zm00001eb014790	0	0
Zm00001eb014800	0	0
Zm00001eb014810	10	3
Zm00001eb014820	7	9
Zm00001eb014830	15	16
Zm00001eb014840	0	0
Zm00001eb014850	4	5
Zm00001eb014860	0	0
Zm00001eb014870	10	5
Zm00001eb014890	26	22
Zm00001eb014900	22	14
Zm00001eb014920	0	0
Zm00001eb014930	0	1
Zm00001eb014940	0	0
Zm00001eb014950	0	0
Zm00001eb014960	2	0
Zm00001eb014970	4	1
Zm00001eb014980	2	9
Zm00001eb014990	0	0
Zm00001eb015000	1	8
Zm00001eb015010	97	117
Zm00001eb015020	1	0
Zm00001eb015030	12	3
Zm00001eb015040	5	12
Zm00001eb015050	8	7
Zm00001eb015060	14	17
Zm00001eb015070	3	6
Zm00001eb015080	6	2
Zm00001eb015090	11	4
Zm00001eb015100	0	0
Zm00001eb015110	0	1
Zm00001eb015120	2	3
Zm00001eb015130	10	1
Zm00001eb015140	0	0
Zm00001eb015150	8	11
Zm00001eb015160	1	1
Zm00001eb015170	11	5
Zm00001eb015190	1	0
Zm00001eb015200	85	112
Zm00001eb015210	50	82
Zm00001eb015220	3	0
Zm00001eb015230	12	7
Zm00001eb015240	29	18
Zm00001eb015250	4	4
Zm00001eb015260	5	7
Zm00001eb015270	6	5
Zm00001eb015290	30	43
Zm00001eb015300	0	0
Zm00001eb015310	4	6
Zm00001eb015320	5	17
Zm00001eb015330	53	64
Zm00001eb015340	4	0
Zm00001eb015350	3	5
Zm00001eb015360	1	0
Zm00001eb015370	0	0
Zm00001eb015380	19	9
Zm00001eb015390	5	4
Zm00001eb015400	3	8
Zm00001eb015410	0	3
Zm00001eb015420	7	15
Zm00001eb015430	0	0
Zm00001eb015440	48	37
Zm00001eb015450	0	1
Zm00001eb015460	0	0
Zm00001eb015470	19	15
Zm00001eb015480	0	0
Zm00001eb015490	4	1
Zm00001eb015500	0	0
Zm00001eb015510	5	2
Zm00001eb015520	1	3
Zm00001eb015530	0	1
Zm00001eb015540	3	0
Zm00001eb015550	6	5
Zm00001eb015560	1	7
Zm00001eb015570	7	5
Zm00001eb015580	0	0
Zm00001eb015590	0	0
Zm00001eb015600	0	0
Zm00001eb015610	0	0
Zm00001eb015620	694	441
Zm00001eb015630	0	1
Zm00001eb015640	0	0
Zm00001eb015650	0	0
Zm00001eb015660	35	48
Zm00001eb015670	2	2
Zm00001eb015680	4	2
Zm00001eb015690	9	14
Zm00001eb015700	16	16
Zm00001eb015710	3	2
Zm00001eb015720	30	8
Zm00001eb015730	8	7
Zm00001eb015740	0	0
Zm00001eb015750	2	14
Zm00001eb015760	7	8
Zm00001eb015770	7	5
Zm00001eb015780	0	0
Zm00001eb015790	8	15
Zm00001eb015800	3	14
Zm00001eb015820	6	0
Zm00001eb015830	0	0
Zm00001eb015840	13	14
Zm00001eb015850	0	0
Zm00001eb015860	16	24
Zm00001eb015870	2	1
Zm00001eb015880	7	10
Zm00001eb015890	17	24
Zm00001eb015900	16	16
Zm00001eb015910	27	47
Zm00001eb015920	9	17
Zm00001eb015930	5	21
Zm00001eb015940	20	17
Zm00001eb015950	6	4
Zm00001eb015960	8	8
Zm00001eb015970	0	0
Zm00001eb015980	0	0
Zm00001eb015990	7	5
Zm00001eb016000	20	36
Zm00001eb016020	39	29
Zm00001eb016030	0	0
Zm00001eb016040	5	7
Zm00001eb016050	0	0
Zm00001eb016060	0	0
Zm00001eb016070	0	0
Zm00001eb016080	0	0
Zm00001eb016090	0	0
Zm00001eb016100	2	7
Zm00001eb016110	16	20
Zm00001eb016120	5	3
Zm00001eb016130	0	0
Zm00001eb016140	0	0
Zm00001eb016150	0	0
Zm00001eb016160	18	26
Zm00001eb016170	4	9
Zm00001eb016180	23	10
Zm00001eb016190	1	4
Zm00001eb016200	9	11
Zm00001eb016210	1	2
Zm00001eb016220	0	0
Zm00001eb016230	0	2
Zm00001eb016240	19	28
Zm00001eb016250	11	21
Zm00001eb016260	0	0
Zm00001eb016270	0	0
Zm00001eb016280	0	0
Zm00001eb016290	5	18
Zm00001eb016300	0	0
Zm00001eb016310	0	0
Zm00001eb016320	13	16
Zm00001eb016330	7	4
Zm00001eb016340	0	3
Zm00001eb016350	27	2
Zm00001eb016360	0	0
Zm00001eb016370	14	7
Zm00001eb016390	0	0
Zm00001eb016400	2	4
Zm00001eb016410	0	0
Zm00001eb016420	7	3
Zm00001eb016430	0	0
Zm00001eb016440	8	16
Zm00001eb016450	20	13
Zm00001eb016460	9	13
Zm00001eb016470	2	2
Zm00001eb016480	0	0
Zm00001eb016490	0	0
Zm00001eb016510	0	0
Zm00001eb016520	0	0
Zm00001eb016530	0	0
Zm00001eb016540	4	3
Zm00001eb016550	3	5
Zm00001eb016560	17	18
Zm00001eb016570	14	13
Zm00001eb016580	0	0
Zm00001eb016590	0	2
Zm00001eb016600	12	21
Zm00001eb016610	0	0
Zm00001eb016620	3	5
Zm00001eb016630	0	0
Zm00001eb016640	7	1
Zm00001eb016650	0	0
Zm00001eb016660	2	4
Zm00001eb016670	27	42
Zm00001eb016680	4	3
Zm00001eb016690	0	0
Zm00001eb016700	0	0
Zm00001eb016710	0	0
Zm00001eb016720	1	0
Zm00001eb016730	0	0
Zm00001eb016740	1	0
Zm00001eb016750	10	3
Zm00001eb016760	11	18
Zm00001eb016770	5	3
Zm00001eb016780	5	11
Zm00001eb016800	16	11
Zm00001eb016810	0	0
Zm00001eb016820	1	0
Zm00001eb016830	0	0
Zm00001eb016850	3	2
Zm00001eb016860	0	0
Zm00001eb016870	0	2
Zm00001eb016880	0	1
Zm00001eb016890	0	0
Zm00001eb016900	0	0
Zm00001eb016910	0	0
Zm00001eb016920	0	1
Zm00001eb016930	10	19
Zm00001eb016940	155	93
Zm00001eb016950	0	0
Zm00001eb016960	18	14
Zm00001eb016970	25	31
Zm00001eb016980	2	1
Zm00001eb016990	43	38
Zm00001eb017000	9	16
Zm00001eb017010	0	0
Zm00001eb017020	0	0
Zm00001eb017030	0	2
Zm00001eb017040	0	1
Zm00001eb017050	2	6
Zm00001eb017060	1	3
Zm00001eb017070	16	10
Zm00001eb017080	4	2
Zm00001eb017100	1	3
Zm00001eb017110	0	1
Zm00001eb017120	46	9
Zm00001eb017130	33	48
Zm00001eb017140	6	8
Zm00001eb017150	3	5
Zm00001eb017160	0	0
Zm00001eb017170	2	0
Zm00001eb017180	6	4
Zm00001eb017190	0	0
Zm00001eb017200	5	3
Zm00001eb017210	13	6
Zm00001eb017220	3	1
Zm00001eb017230	11	5
Zm00001eb017240	0	0
Zm00001eb017260	3	3
Zm00001eb017270	0	0
Zm00001eb017280	4	10
Zm00001eb017290	0	1
Zm00001eb017310	18	29
Zm00001eb017320	6	4
Zm00001eb017330	0	4
Zm00001eb017340	3	5
Zm00001eb017350	8	1
Zm00001eb017360	0	0
Zm00001eb017400	22	2
Zm00001eb017410	0	0
Zm00001eb017420	0	0
Zm00001eb017430	17	14
Zm00001eb017440	1	0
Zm00001eb017450	0	0
Zm00001eb017460	28	24
Zm00001eb017470	0	0
Zm00001eb017480	0	0
Zm00001eb017490	0	0
Zm00001eb017500	0	0
Zm00001eb017510	0	0
Zm00001eb017520	8	14
Zm00001eb017530	0	0
Zm00001eb017540	0	0
Zm00001eb017550	1	2
Zm00001eb017560	14	10
Zm00001eb017570	0	0
Zm00001eb017580	0	0
Zm00001eb017590	24	13
Zm00001eb017600	58	28
Zm00001eb017610	0	1
Zm00001eb017620	16	3
Zm00001eb017630	7	1
Zm00001eb017640	1	0
Zm00001eb017650	0	0
Zm00001eb017660	0	2
Zm00001eb017670	0	0
Zm00001eb017680	1	2
Zm00001eb017690	4	0
Zm00001eb017700	1	2
Zm00001eb017710	1	0
Zm00001eb017720	0	0
Zm00001eb017730	3	1
Zm00001eb017750	0	0
Zm00001eb017760	3	0
Zm00001eb017770	0	2
Zm00001eb017780	5	5
Zm00001eb017790	1	0
Zm00001eb017800	30	12
Zm00001eb017810	2	2
Zm00001eb017820	0	0
Zm00001eb017830	0	2
Zm00001eb017840	0	0
Zm00001eb017850	11	5
Zm00001eb017860	1	0
Zm00001eb017870	1	0
Zm00001eb017880	0	0
Zm00001eb017900	1	0
Zm00001eb017910	4	11
Zm00001eb017920	12	2
Zm00001eb017930	22	34
Zm00001eb017940	0	0
Zm00001eb017950	0	0
Zm00001eb017960	0	0
Zm00001eb017970	22	21
Zm00001eb017980	0	0
Zm00001eb017990	0	0
Zm00001eb018000	5	10
Zm00001eb018010	0	1
Zm00001eb018020	1	3
Zm00001eb018030	12	3
Zm00001eb018040	7	1
Zm00001eb018060	0	0
Zm00001eb018070	0	1
Zm00001eb018090	3	8
Zm00001eb018100	0	1
Zm00001eb018110	0	0
Zm00001eb018120	3	3
Zm00001eb018130	0	0
Zm00001eb018140	0	0
Zm00001eb018150	0	0
Zm00001eb018170	0	0
Zm00001eb018180	5	4
Zm00001eb018200	1	1
Zm00001eb018210	0	0
Zm00001eb018220	0	0
Zm00001eb018230	0	0
Zm00001eb018240	0	0
Zm00001eb018250	0	1
Zm00001eb018260	0	0
Zm00001eb018270	2	1
Zm00001eb018290	0	0
Zm00001eb018300	19	58
Zm00001eb018320	6	13
Zm00001eb018330	0	0
Zm00001eb018340	0	0
Zm00001eb018350	24	47
Zm00001eb018360	6	16
Zm00001eb018380	12	8
Zm00001eb018400	0	0
Zm00001eb018410	12	3
Zm00001eb018420	0	2
Zm00001eb018430	8	15
Zm00001eb018440	0	0
Zm00001eb018450	0	0
Zm00001eb018460	6	5
Zm00001eb018470	0	0
Zm00001eb018480	0	0
Zm00001eb018490	5	1
Zm00001eb018520	2	5
Zm00001eb018540	0	0
Zm00001eb018550	0	0
Zm00001eb018560	0	0
Zm00001eb018570	0	0
Zm00001eb018590	0	0
Zm00001eb018600	5	2
Zm00001eb018610	16	20
Zm00001eb018630	0	0
Zm00001eb018640	1	11
Zm00001eb018650	0	0
Zm00001eb018660	24	31
Zm00001eb018670	14	16
Zm00001eb018680	0	0
Zm00001eb018690	22	37
Zm00001eb018700	0	4
Zm00001eb018710	0	0
Zm00001eb018720	3	23
Zm00001eb018730	1	1
Zm00001eb018750	2	2
Zm00001eb018810	27	32
Zm00001eb018820	3	3
Zm00001eb018830	25	29
Zm00001eb018840	1	1
Zm00001eb018850	28	42
Zm00001eb018860	9	6
Zm00001eb018870	0	0
Zm00001eb018880	0	0
Zm00001eb018890	0	0
Zm00001eb018900	38	55
Zm00001eb018910	0	0
Zm00001eb018920	0	0
Zm00001eb018930	0	0
Zm00001eb018940	0	0
Zm00001eb018950	0	0
Zm00001eb018960	1	5
Zm00001eb018970	32	26
Zm00001eb018980	32	63
Zm00001eb018990	39	74
Zm00001eb019000	0	0
Zm00001eb019010	0	0
Zm00001eb019020	0	0
Zm00001eb019030	0	1
Zm00001eb019040	0	0
Zm00001eb019050	8	10
Zm00001eb019060	0	0
Zm00001eb019070	0	0
Zm00001eb019080	0	0
Zm00001eb019090	9	5
Zm00001eb019100	0	0
Zm00001eb019110	0	0
Zm00001eb019120	0	0
Zm00001eb019130	2	3
Zm00001eb019140	9	0
Zm00001eb019160	0	0
Zm00001eb019170	0	0
Zm00001eb019180	0	0
Zm00001eb019190	0	0
Zm00001eb019200	0	0
Zm00001eb019210	22	28
Zm00001eb019220	0	4
Zm00001eb019230	21	39
Zm00001eb019240	4	3
Zm00001eb019250	2	1
Zm00001eb019260	40	50
Zm00001eb019280	0	1
Zm00001eb019290	7	9
Zm00001eb019300	0	3
Zm00001eb019320	0	4
Zm00001eb019330	5	7
Zm00001eb019340	1	8
Zm00001eb019350	4	1
Zm00001eb019360	0	0
Zm00001eb019370	8	5
Zm00001eb019380	0	0
Zm00001eb019390	1	0
Zm00001eb019410	0	0
Zm00001eb019420	7	25
Zm00001eb019440	2	6
Zm00001eb019450	0	0
Zm00001eb019460	17	38
Zm00001eb019470	9	12
Zm00001eb019480	0	0
Zm00001eb019490	0	0
Zm00001eb019500	0	0
Zm00001eb019510	17	33
Zm00001eb019520	14	11
Zm00001eb019530	28	31
Zm00001eb019540	0	0
Zm00001eb019550	0	0
Zm00001eb019570	2	8
Zm00001eb019580	1	0
Zm00001eb019590	35	19
Zm00001eb019600	0	0
Zm00001eb019610	0	0
Zm00001eb019620	0	0
Zm00001eb019630	5	2
Zm00001eb019640	1	1
Zm00001eb019650	4	1
Zm00001eb019660	0	0
Zm00001eb019680	1	1
Zm00001eb019690	0	0
Zm00001eb019700	1	0
Zm00001eb019710	0	0
Zm00001eb019720	2	6
Zm00001eb019730	10	33
Zm00001eb019740	0	0
Zm00001eb019750	0	0
Zm00001eb019760	0	0
Zm00001eb019770	10	19
Zm00001eb019780	2	0
Zm00001eb019800	11	14
Zm00001eb019810	0	0
Zm00001eb019820	0	0
Zm00001eb019830	17	1
Zm00001eb019840	1	2
Zm00001eb019850	7	11
Zm00001eb019860	0	0
Zm00001eb019870	0	0
Zm00001eb019880	0	0
Zm00001eb019890	0	0
Zm00001eb019900	1	2
Zm00001eb019920	0	0
Zm00001eb019930	5	0
Zm00001eb019950	0	0
Zm00001eb019960	0	0
Zm00001eb019970	0	1
Zm00001eb019980	2	0
Zm00001eb019990	0	0
Zm00001eb020000	0	0
Zm00001eb020010	0	0
Zm00001eb020020	1	1
Zm00001eb020040	16	20
Zm00001eb020050	1	0
Zm00001eb020060	1	1
Zm00001eb020070	0	0
Zm00001eb020080	2	0
Zm00001eb020090	0	1
Zm00001eb020100	0	0
Zm00001eb020110	59	75
Zm00001eb020120	17	37
Zm00001eb020130	4	5
Zm00001eb020140	0	0
Zm00001eb020150	7	6
Zm00001eb020160	0	0
Zm00001eb020170	7	10
Zm00001eb020180	8	7
Zm00001eb020190	0	0
Zm00001eb020200	63	107
Zm00001eb020210	0	0
Zm00001eb020220	0	0
Zm00001eb020230	0	0
Zm00001eb020240	0	0
Zm00001eb020250	7	1
Zm00001eb020260	3	7
Zm00001eb020270	0	0
Zm00001eb020280	11	5
Zm00001eb020300	2	0
Zm00001eb020310	0	0
Zm00001eb020320	2	6
Zm00001eb020330	14	7
Zm00001eb020340	146	202
Zm00001eb020350	2	3
Zm00001eb020360	1	3
Zm00001eb020370	14	13
Zm00001eb020380	3	3
Zm00001eb020390	0	0
Zm00001eb020400	0	2
Zm00001eb020410	5	5
Zm00001eb020420	4	9
Zm00001eb020430	0	0
Zm00001eb020440	0	0
Zm00001eb020450	0	0
Zm00001eb020460	9	11
Zm00001eb020470	3	0
Zm00001eb020490	0	0
Zm00001eb020500	1	1
Zm00001eb020510	0	0
Zm00001eb020520	0	0
Zm00001eb020530	0	0
Zm00001eb020540	0	0
Zm00001eb020560	0	0
Zm00001eb020570	0	0
Zm00001eb020580	0	0
Zm00001eb020590	0	0
Zm00001eb020600	12	12
Zm00001eb020610	0	0
Zm00001eb020620	4	4
Zm00001eb020630	0	0
Zm00001eb020640	0	0
Zm00001eb020650	0	0
Zm00001eb020660	11	29
Zm00001eb020670	0	0
Zm00001eb020680	30	26
Zm00001eb020690	36	15
Zm00001eb020700	0	0
Zm00001eb020710	30	36
Zm00001eb020720	4	4
Zm00001eb020730	7	8
Zm00001eb020740	0	3
Zm00001eb020750	0	0
Zm00001eb020770	0	0
Zm00001eb020780	2	2
Zm00001eb020790	6	6
Zm00001eb020800	2	2
Zm00001eb020810	0	0
Zm00001eb020820	0	0
Zm00001eb020830	0	0
Zm00001eb020840	0	0
Zm00001eb020850	0	0
Zm00001eb020860	30	25
Zm00001eb020870	8	7
Zm00001eb020880	0	0
Zm00001eb020890	0	1
Zm00001eb020900	0	0
Zm00001eb020920	0	1
Zm00001eb020930	0	0
Zm00001eb020940	0	0
Zm00001eb020950	1	0
Zm00001eb020960	0	0
Zm00001eb020970	26	21
Zm00001eb020980	0	0
Zm00001eb021000	0	0
Zm00001eb021010	3	3
Zm00001eb021020	40	32
Zm00001eb021030	0	0
Zm00001eb021040	12	31
Zm00001eb021050	0	1
Zm00001eb021060	0	0
Zm00001eb021070	7	5
Zm00001eb021080	0	0
Zm00001eb021090	45	38
Zm00001eb021100	1	0
Zm00001eb021110	0	0
Zm00001eb021120	0	0
Zm00001eb021140	0	0
Zm00001eb021150	0	0
Zm00001eb021160	0	1
Zm00001eb021170	4	9
Zm00001eb021200	8	9
Zm00001eb021210	12	1
Zm00001eb021220	0	6
Zm00001eb021230	0	0
Zm00001eb021240	29	28
Zm00001eb021260	25	14
Zm00001eb021270	5	9
Zm00001eb021280	0	0
Zm00001eb021290	0	0
Zm00001eb021300	9	7
Zm00001eb021310	16	13
Zm00001eb021320	34	27
Zm00001eb021340	11	7
Zm00001eb021350	3	2
Zm00001eb021360	0	0
Zm00001eb021370	0	0
Zm00001eb021380	4	8
Zm00001eb021390	1	2
Zm00001eb021400	0	0
Zm00001eb021410	1	0
Zm00001eb021420	0	2
Zm00001eb021430	0	0
Zm00001eb021440	0	0
Zm00001eb021450	2	0
Zm00001eb021470	14	7
Zm00001eb021500	0	2
Zm00001eb021510	3	3
Zm00001eb021520	0	0
Zm00001eb021530	12	17
Zm00001eb021550	13	5
Zm00001eb021570	0	0
Zm00001eb021580	0	0
Zm00001eb021590	0	0
Zm00001eb021600	24	23
Zm00001eb021610	0	0
Zm00001eb021620	0	1
Zm00001eb021630	0	0
Zm00001eb021640	0	2
Zm00001eb021650	6	5
Zm00001eb021660	0	0
Zm00001eb021670	5	2
Zm00001eb021690	0	0
Zm00001eb021700	0	0
Zm00001eb021710	16	17
Zm00001eb021720	7	35
Zm00001eb021750	0	0
Zm00001eb021760	15	10
Zm00001eb021780	9	14
Zm00001eb021790	4	1
Zm00001eb021800	2	0
Zm00001eb021820	7	9
Zm00001eb021830	0	0
Zm00001eb021840	1	1
Zm00001eb021850	1	2
Zm00001eb021880	5	2
Zm00001eb021890	5	7
Zm00001eb021900	10	13
Zm00001eb021910	0	0
Zm00001eb021920	0	2
Zm00001eb021930	0	0
Zm00001eb021940	8	1
Zm00001eb021950	0	0
Zm00001eb021960	0	0
Zm00001eb021970	0	0
Zm00001eb021980	0	0
Zm00001eb021990	5	3
Zm00001eb022000	13	13
Zm00001eb022010	0	0
Zm00001eb022020	0	1
Zm00001eb022040	6	2
Zm00001eb022050	11	17
Zm00001eb022060	0	0
Zm00001eb022070	0	1
Zm00001eb022080	24	25
Zm00001eb022110	2	1
Zm00001eb022120	6	3
