ENSEMBL_GeneID	C_24_Susc_counts	C_24_Tol_counts	C_6_Susc_counts	C_6_Tol_counts	T_24_Susc_counts	T_24_Tol_counts	T_6_Susc_counts	T_6_Tol_counts
Zm00001eb005020	1073	499	1453	635	1407	378	1007	568
Zm00001eb005030	557	838	467	596	341	536	705	439
Zm00001eb005040	0	0	0	0	0	0	0	0
Zm00001eb005060	107.58	53.81	102.84	63.92	64.59	76.97	120	45.39
Zm00001eb005070	1249	1722	1768	1834	782	949	1551	1264
Zm00001eb005080	0	0	0	0	0	1	0	0
Zm00001eb005100	73	36	102	42	15	24	62	32
Zm00001eb005110	6	20	10	21	4	3	5	18
Zm00001eb005120	2	4	2	1	5	5	2	2
Zm00001eb005130	2599	2181	1407	1843	1557	3352	2007	2214
Zm00001eb005140	1798	2453	893	1480	1155	1499	1804	2201
Zm00001eb005150	0	0	0	1	0	1	0	0
Zm00001eb005160	0	0	0	0	0	0	0	0
Zm00001eb005170	5.14	6.94	6.91	13.85	0	1.99	13.85	5.88
Zm00001eb005180	9.86	199.06	26.09	165.15	28	212.01	55.15	226.12
Zm00001eb005190	521	721	620	486	645	615	553	686
Zm00001eb005200	0	0	0	0	0	0	0	0
Zm00001eb005210	0	9	0	7	0	10	3	13
Zm00001eb005220	1303	1275	1181	833	1256	1350	1711	1560
Zm00001eb005230	273	325	289	202	313	248	396.81	271
Zm00001eb005240	0	0	0	0	0	2	0	0
Zm00001eb005250	22	56	12	29	31	129	19	40
Zm00001eb005260	0	0	1	0	0	0	0	0
Zm00001eb005270	0	0	0	8	0	0	0	11
Zm00001eb005280	525	579	713	543	184	328	452	381
Zm00001eb005290	0	0	0	0	0	0	0	0
Zm00001eb005300	20	2	14	1	89	9	39	9
Zm00001eb005310	74	146	36	47	51	65	66	53
Zm00001eb005320	1330	1059	1114	507	1153	762	1242	959
Zm00001eb005330	1387	1649	1033	982	1022	1391	1035	1212
Zm00001eb005340	569	483	459	291	234	237	289	213
Zm00001eb005350	5	16	8	10	8	12	17	24
Zm00001eb005360	107.96	143.7	99.12	86.45	41.78	51.51	89.87	61.72
Zm00001eb005370	411.04	415.3	397.88	464.55	455.22	380.49	618.13	547.28
Zm00001eb005380	114	83	95	48	138	29	122	79
Zm00001eb005390	97	79	66.81	61	53	74	39.76	78
Zm00001eb005400	341	466	340	484.51	360	459	395	466
Zm00001eb005410	0	0	0	0	0	0	0	0
Zm00001eb005420	318	506	262	230	172	220	182	193
Zm00001eb005430	972	693	1018	444	1252	517	1120	674
Zm00001eb005440	298	361	320	227	191	120	335.18	191
Zm00001eb005450	31	23	25	14	15	3	30	18
Zm00001eb005460	1031	1651	2586	1779	2684	2345	1360	1823
Zm00001eb005470	0	0	0	0	0	0	0	0
Zm00001eb005480	0	0	0	0	0	0	0	0
Zm00001eb005490	0	0	0	5	0	0	0	0
Zm00001eb005500	61	72	32	63	88	47	80	50
Zm00001eb005510	0	0	0	0	0	0	0	0
Zm00001eb005530	1388	732	1900	1034	823	372	1391	1007
Zm00001eb005540	2	5	5	1	1	4	0	7
Zm00001eb005550	2749	5079	2688	4763	2860	3229	3406	6496
Zm00001eb005560	3	0	0	0	0	1	0	0
Zm00001eb005570	19	26	93	29	12	3	11	6
Zm00001eb005580	126	19	41	9	127	2	143	24
Zm00001eb005590	4	7	0	0	0	4	3	11
Zm00001eb005600	400	575	303	224	271	420	444	453
Zm00001eb005610	0	0	0	0	0	0	4	0
Zm00001eb005630	1151	924	935	654	1050	880	1303	748
Zm00001eb005640	47	59	26	22	37	73	36	46
Zm00001eb005650	1	4	3	14	2	7	4	0
Zm00001eb005660	3989	3247	2756	1785	3275	3355	4495	3358
Zm00001eb005670	271	164	231	141	101	104	170	111
Zm00001eb005680	21	34	34	17	27	20	34	32
Zm00001eb005690	282	233	137	140	138	158	108	86
Zm00001eb005700	943	891	950	642	1611	1568	903	986
Zm00001eb005710	740	610	859	502	619	525	728	435
Zm00001eb005740	4	25	10	14	1	22	8	7
Zm00001eb005760	55	60	62	45	14	30	33	77
Zm00001eb005770	270	339	311	214	68	138	208	232
Zm00001eb005780	58	50	40	66	78	37	59	63
Zm00001eb005800	0	1	0	11	0	10	0	3
Zm00001eb005810	84.33	223.38	54.54	70.2	27.16	135.71	107.97	173.58
Zm00001eb005820	744.67	1171.38	834.21	1006.05	509.84	738.9	808.03	930.9
Zm00001eb005830	16	143.23	7.25	69.75	14	76.39	13	34.52
Zm00001eb005840	855	1452	552	787	649	1567	986	1849
Zm00001eb005850	383	545	574	353	260	87	239	367
Zm00001eb005860	132	348	123	303	151	364	164	342
Zm00001eb005870	0	0	0	0	0	0	0	0
Zm00001eb005890	36	67	37	35	23	34	42	41
Zm00001eb005900	173	220	154	152	115	80	159	182
Zm00001eb005920	1130	863	1824	741	1107	400	1134	611
Zm00001eb005930	699.85	1134	479	641	471.03	654	413.7	721
Zm00001eb005940	22.15	0	0	0	125.97	0	19.3	0
Zm00001eb005950	1478	1659	1427	940	767	933	1284	1241
Zm00001eb005960	5398	5363	4669	3953	5467	5134	6543	6095
Zm00001eb005970	15	41	13	23	0	24	5	24
Zm00001eb005980	7	38	4	46	2	32	6	70
Zm00001eb005990	7	58	27	39	15	25	23	69
Zm00001eb006000	549	679	479	672	450	273	1209	1292
Zm00001eb006010	23	162	27	98	25	114	36	130
Zm00001eb006020	8686	12346	11124	7507	5252	6527	6201	5484
Zm00001eb006030	0	0	0	0	0	0	0	0
Zm00001eb006040	249	395	390	323	261	186	215	304
Zm00001eb006050	0	24	7	8	0	11	0	9
Zm00001eb006060	2	0	0	0	4	1	4	0
Zm00001eb006070	3	2	5	5	2	2	0	0
Zm00001eb006080	925.97	988	1157	819	638.94	548	1037.75	895
Zm00001eb006090	31	34	45	25	6	5	26	17
Zm00001eb006100	24	16	34	5	51	25	59	27
Zm00001eb006110	1	0	0	0	0	0	0	0
Zm00001eb006120	0	1.67	0	1.65	0	0	0	0
Zm00001eb006130	0	0	0	0	0	0	0	0
Zm00001eb006140	664	828	1014	777	759	661	908	833
Zm00001eb006150	264	520	204	287	197	514	365	601
Zm00001eb006160	91	137	39	114	32	18	60	54
Zm00001eb006170	0	0	0	0	0	0	0	0
Zm00001eb006180	165	1131	216	797	123	378	201	1088
Zm00001eb006190	0	2	0	2	0	1	0	3.75
Zm00001eb006200	1	10	0	10	6	24	14	41
Zm00001eb006210	776	521	1088	349	1427	891	1721	1283
Zm00001eb006240	0	0	0	0	0	0	0	0
Zm00001eb006260	0	1	2	0	0	0	0	2
Zm00001eb006270	1471	1470	1341	1177	939	1351	1573	1586
Zm00001eb006280	0	1	0	3	0	1	0	0
Zm00001eb006290	3	1	0	2	0	1	1	0
Zm00001eb006300	1179.67	1369.47	1315.11	1287.68	1210.83	1725.18	1218.41	1370.69
Zm00001eb006310	11	18	325	168	546	879	156	118
Zm00001eb006320	110	149	108.44	87	141	95.67	165.6	114.28
Zm00001eb006330	46	84	82.56	53	27	45.33	65.4	38.72
Zm00001eb006340	7	11	18	15	4	8	3	4
Zm00001eb006350	2361	4684	3187	3600	2732	2369	2344	3959
Zm00001eb006360	260	302	142	164	122	186	263	221
Zm00001eb006370	0	0	0	0	0	0	0	0
Zm00001eb006380	634	755	788	656	480	388	624	573
Zm00001eb006390	488	461	658	573	333	260	508	519
Zm00001eb006400	520	570	600	495	529	564	536	580
Zm00001eb006410	1807	2239	2963	1650	1337	510	1645	1525
Zm00001eb006420	636.84	247.8	1515	558.78	1688.48	259.16	944.65	466.45
Zm00001eb006430	3	2	8	3	9	5	3	3
Zm00001eb006440	223.16	555.2	558	1125.22	587.52	504.84	348.35	885.55
Zm00001eb006450	400	470	324	312	223	284	259	291
Zm00001eb006460	0	0	0	0	0	0	0	0
Zm00001eb006470	717	940	1026	1095	440	566	709	627
Zm00001eb006480	171	125	112	34	57	57	76	26
Zm00001eb006490	0	0	0	0	0	0	0	0
Zm00001eb006510	757	871	754	667	980	820	1051.96	963
Zm00001eb006520	58	77	129	116	31	41	72	57
Zm00001eb006530	2998	3345	2707	1313	1991	1238	2805	1670
Zm00001eb006540	868.75	768.48	717.21	574.55	731.74	668.3	866.66	705.52
Zm00001eb006550	39.25	79.52	37.79	47.45	60.26	48.7	95.34	62.48
Zm00001eb006560	801	991	851	787	893	879	1221	1065
Zm00001eb006570	634	711	566	560	299	309	489	542
Zm00001eb006590	100	160	125	102	52	76	81	132
Zm00001eb006600	61.87	0	58.14	0	36.09	0	75.57	1
Zm00001eb006610	179	243	519	361	141	132	276	187
Zm00001eb006620	630	516	628	657	649	528	568	606
Zm00001eb006630	1	1	1	0	1	2	0	1
Zm00001eb006640	3	0	0	5	0	0	1	0
Zm00001eb006650	0	0	0	0	0	0	0	0
Zm00001eb006660	442	270	763	170	572	242	438	220
Zm00001eb006670	15	19	50	16	6	13	29	17
Zm00001eb006680	629	460	384	227	99	72	301	324
Zm00001eb006690	1121	144	490	158	622	87	761	194
Zm00001eb006700	910.1	855.95	1099.68	423.64	661.61	568.08	1001	727.99
Zm00001eb006710	91.9	74.05	115.32	58.36	51.39	20.92	93	71.01
Zm00001eb006720	311	121	370	146	573	155	354	207
Zm00001eb006730	3.07	0	5	0	0	0	3.03	0
Zm00001eb006740	0	0	0	1	0	0	0	0
Zm00001eb006760	36	171	57	98	98	124	73	215
Zm00001eb006770	2424	2868	2563	1525	1248	1211	2447	2253
Zm00001eb006780	0	0	0	0	0	0	0	1
Zm00001eb006790	0	0	0	0	0	0	0	2
Zm00001eb006800	0	0	0	0	0	0	0	0
Zm00001eb006830	64	182	53	143	57	128	45	52
Zm00001eb006840	18	0	20	0	2	0	8.19	0
Zm00001eb006850	224.03	519.41	221.2	377	168.14	297	286.3	474.41
Zm00001eb006860	289	324	236	148	190	261	349	311
Zm00001eb006870	1326	976	1370	858	1143	899	1642	1161
Zm00001eb006880	1451	722	1126	534	1294	521	1463	660
Zm00001eb006890	253	32	339	26	123	11	265	18
Zm00001eb006900	89.86	0	73.18	0	72.68	2.87	105.65	0
Zm00001eb006910	429.79	1082	527.31	693	444.9	763.13	517.22	897
Zm00001eb006920	1091	1254	865	766	1139	1144	1406	1294
Zm00001eb006930	90	210	112	214	57	257	79	184
Zm00001eb006940	173	19	157.94	12	69	5	100	21
Zm00001eb006950	0	3	0	0	0	1	0	0
Zm00001eb006960	0	0	0	3	0	0	0	0
Zm00001eb006970	0	0	0	0	0	0	2	1
Zm00001eb006990	0	0	0	0	0	0	0	0
Zm00001eb007000	237	66.71	188	63.87	206	37	174	56
Zm00001eb007010	483	549	461	402	477	709	642	685
Zm00001eb007020	3	0	0	0	0	2	0	0
Zm00001eb007030	531	605	610	608	754	774	915	731
Zm00001eb007040	0	0	0	0	0	0	0	0
Zm00001eb007050	1260	1580	1477	1284	1149	1201	1718	1469
Zm00001eb007060	50	62	98	90	70	91	106	69
Zm00001eb007070	303	488	133	225	69	102	154	190
Zm00001eb007080	1	0	0	0	2	1	2.01	0
Zm00001eb007090	2757	3346	2317	1846	2871	3083	3197	2726
Zm00001eb007100	14	0	5	0	1	0	0	0
Zm00001eb007110	2	0	8	0	0	0	1	0
Zm00001eb007120	0	0	0	0	0	2	0	0
Zm00001eb007130	822	667	514	341	511	569	733	428
Zm00001eb007140	1778.27	2893.07	1023	1138.51	793.89	1074.27	1675.19	1573.39
Zm00001eb007150	175	361	165	244	116	305	140	282
Zm00001eb007160	0	0	0	0	0	0	0	0
Zm00001eb007170	1115	905	747	720	1072	844	899	840
Zm00001eb007180	599	546	543	475	578	410	950	654
Zm00001eb007190	138.73	174.51	160	136	128.31	85	124.61	121.73
Zm00001eb007200	8.27	6.49	0	0	4.69	0	9.39	18.27
Zm00001eb007220	426	436	480	469	337	414	468	430
Zm00001eb007230	16	34	23	37	12	14	13	44
Zm00001eb007240	341	450	269	223	243	301	416	384
Zm00001eb007250	879	910	1073	656	1151	675	1652	1527
Zm00001eb007270	163	332	238	239	102	264	105	536
Zm00001eb007280	196	132	138	33	102	48	206	63
Zm00001eb007290	0	1	0	0	0	0	0	0
Zm00001eb007300	1	0	0	0	0	0	1	0
Zm00001eb007310	163	174	185	266	128	204	162	181
Zm00001eb007320	295	1809	387	1627	204	1652	229	2176
Zm00001eb007330	0	0	0	0	0	0	0	0
Zm00001eb007340	0	0	0	0	0	0	0	0
Zm00001eb007350	0	0	0	0	0	0	0	0
Zm00001eb007360	0	0	0	0	0	0	0	0
Zm00001eb007370	0	0	0	0	0	0	0	0
Zm00001eb007380	0	0	0	0	0	0	0	0
Zm00001eb007390	0	0	0	0	0	0	0	0
Zm00001eb007400	0	0	0	0	0	0	0	0
Zm00001eb007410	0	0	0	0	0	0	0	0
Zm00001eb007420	0	0	0	0	0	0	0	0
Zm00001eb007430	0	0	0	0	0	0	0	0
Zm00001eb007440	244	180	190	134	137	138	167	153
Zm00001eb007450	0	0	0	0	0	0	0	0
Zm00001eb007460	1	0	6	0	10	0	31	0
Zm00001eb007470	261	187	471	292	287	220	302	187
Zm00001eb007490	32.83	42.1	67.74	77.72	91.13	75.86	77.35	58.58
Zm00001eb007500	27.17	10.9	6.26	27.28	13.87	10.14	26.65	7.42
Zm00001eb007510	1100	1127	1107	868	1807	1054	1962	1867
Zm00001eb007540	0	0	1	0	5	0	3	0
Zm00001eb007550	34	0	33	0	21	0	42	0
Zm00001eb007560	0	0	0	0	0	0	0	0
Zm00001eb007570	241	390	385	372	158	196	223	303
Zm00001eb007580	21	7	21	17	16	11	10	9
Zm00001eb007590	329	236	245	81	238	195	312	177
Zm00001eb007600	438	823	625	654	599	896	676	852
Zm00001eb007610	24	39	89	78	44	27	54	40
Zm00001eb007630	0	0	0	0	0	0	0	0
Zm00001eb007640	77	8	67	11	36	1	33	11
Zm00001eb007650	2339	1116	3130	1655	3668	940	4629	1990
Zm00001eb007670	632	703	960.97	853.77	502.9	823.65	1111.97	1636.96
Zm00001eb007680	1321	1857	1112	1148	936	1578	1846	1836
Zm00001eb007690	296	257	216	159	237	173	265	177
Zm00001eb007700	157	214	141	165	116	134	236	186
Zm00001eb007720	0	0	0	0	0	0	0	0
Zm00001eb007730	5470.59	4991	3847.88	3502	6075.71	4445	6942.68	6453
Zm00001eb007740	101	133	74	140	6	16	1	98
Zm00001eb007750	227.23	251.49	196.21	178.01	196.44	169.18	251.09	184.53
Zm00001eb007760	222.77	234.51	285.79	197.99	118.56	188.82	259.91	194.47
Zm00001eb007770	8	11	9	9	10	7	11	9
Zm00001eb007780	409	499	507	428	548	658	771	627
Zm00001eb007790	7	2	0	1	0	3	1	2
Zm00001eb007800	364	721	468	539	331	480	393	535
Zm00001eb007810	457	436	421	375	387	449	506	494
Zm00001eb007820	292	357	216	267	175	268	250	259
Zm00001eb007830	601	984	255	446	205	281	466	586
Zm00001eb007840	0	2	1	1	0	0	0	4
Zm00001eb007850	0	0	0	1	0	0	0	0
Zm00001eb007860	6037	8566	4035	4413	5872	7710	6892	7742
Zm00001eb007870	70	111	138	169	46	58	74	68
Zm00001eb007880	15	0	13	1	4	12	12	1
Zm00001eb007890	0	0	0	0	0	0	0	0
Zm00001eb007900	48	137	30	83	28	173	119	259
Zm00001eb007910	0	0	0	0	0	2	0	0
Zm00001eb007920	206.94	204.51	209.36	178.71	186.89	80	215.87	160.68
Zm00001eb007930	114	268	95	143	58	170	112	190
Zm00001eb007940	0	0	0	0	0	0	0	0
Zm00001eb007950	11	12	24	17	37	14	51	17
Zm00001eb007960	202	450	195	303	246	406	279	467
Zm00001eb007970	0	0	0	0	0	0	0	0
Zm00001eb007990	23	28	14	3	21	15	21	18
Zm00001eb008000	0	0	0	0	0	0	0	0
Zm00001eb008010	266	265	554	225	232	278	335	221
Zm00001eb008030	0	34	0	34	0	18	0	27
Zm00001eb008040	0	37	0	69.82	0	33	0	25
Zm00001eb008050	0	0	0	0	0	0	0	0
Zm00001eb008060	2310	2910	1968	1715	1978	2386	2693	2481
Zm00001eb008070	188	222	247	306	56	16	81	57
Zm00001eb008080	1899	342	3733	478.89	2658	137	2991	220
Zm00001eb008090	335	289	525	323	246	216	374	292
Zm00001eb008100	453	716	262	412	280	539	281	338
Zm00001eb008130	65	50	16	62	33	15	60	15
Zm00001eb008140	498	588	516	406	463	503	466	441
Zm00001eb008150	140	177	163	124	110	147	252	209
Zm00001eb008160	435	339	324	186	516	260	330	194
Zm00001eb008170	1575	927	1997	664	1285	680	1647	816
Zm00001eb008180	115	3	124	0	32	0	140	11
Zm00001eb008190	0	0	0	0	0	0	0	0
Zm00001eb008200	773	531	1216	759	1312	337	746	506
Zm00001eb008210	0	0	0	0	0	0	0	0
Zm00001eb008220	1	1	1	0	3	0	0	1
Zm00001eb008240	41	67	50	52	28	49	54	42
Zm00001eb008250	1191.6	1014	1242.23	734	634	221.76	796.59	757
Zm00001eb008260	54.4	0	19.77	0	0	6.24	13.41	0
Zm00001eb008270	166.69	87.65	141.92	45.83	196.3	32.23	242.14	68.79
Zm00001eb008280	0	0	0	0	0	0	0	0
Zm00001eb008290	258.31	198.35	209.08	90.17	371.7	100.77	368.86	174.21
Zm00001eb008300	223	440	344	338	33	110	72	57
Zm00001eb008310	810	998	713	668	707	852	934	881
Zm00001eb008320	0	0	0	0	0	0	0	0
Zm00001eb008330	0	0	0	0	0	0	1	0
Zm00001eb008340	3281	2554	3133	1848	3024	2150	3783	2355
Zm00001eb008350	3.44	11.28	3.61	8.09	1.06	1.6	7.16	18.21
Zm00001eb008360	3262	2394.55	580.06	989.25	1717.99	3252.78	1033.45	1462.61
Zm00001eb008370	1573	538	1429	441	1041	311	1316	386
Zm00001eb008380	54	23	14	12	40	53	37	34
Zm00001eb008400	3287.67	4830	1915.59	2722	3110.3	4858	3903.45	5136
Zm00001eb008410	0	0	0	0	0	0	0	0
Zm00001eb008420	3	15	6	19	1	17	1	21
Zm00001eb008430	35	66	49	58	46	52	27	30
Zm00001eb008440	2771	2821	3280	2979	2140	2144	2610	2752
Zm00001eb008450	562	738	512	605	638	615	881	1012
Zm00001eb008460	1410	2170	1511	1732	1194	1711	1688	2353
Zm00001eb008470	229	294	351	232	172	207	222	247
Zm00001eb008480	1235	1293	1213	1031	1231	1224	1348	1464
Zm00001eb008490	920.55	3427.8	893.24	3060.92	850.46	2452.89	1150.39	3387.88
Zm00001eb008500	104	178	30	65	49	90	88	88
Zm00001eb008510	0	0	0	0	1	0	0	0
Zm00001eb008520	464	453	303	235	342	417	600	486
Zm00001eb008530	282	52	571	44	211	19	291	28
Zm00001eb008540	0	0	0	0	0	0	0	0
Zm00001eb008550	6659.3	8815	5705.1	6057	6652.12	9281	8408	9970
Zm00001eb008560	0	0	0	0	0	0	0	0
Zm00001eb008570	1034	1260	1289	1466	1119	1084	1667	1069
Zm00001eb008580	65	59	50	25	77	61	97	46
Zm00001eb008590	90	128	85	62	86	55	196	93
Zm00001eb008600	0	0	0	0	0	0	0	0
Zm00001eb008610	3724	4932	3298	3728	3751	4606	4566	5268
Zm00001eb008620	444	1266	495	781	198	656	394	664
Zm00001eb008630	535	1369	329	553	321	729	637	762
Zm00001eb008640	398	420	404	345	308	243	378	305
Zm00001eb008650	887	1025	1200	1172	850	828	1383	1014
Zm00001eb008660	1263	1391	1953	1708	2000	1722	1966	2104
Zm00001eb008670	0	0	0	0	0	0	0	0
Zm00001eb008680	0	12	0	20	1	16	1	22
Zm00001eb008690	8	0	1	0	6	1	2	0
Zm00001eb008700	5753	5286.62	4625.33	3177.91	4910	4724.94	5962	5238.27
Zm00001eb008710	248	410	188	236	259	185	284	231
Zm00001eb008720	295	448	238	227	204	326	300	350
Zm00001eb008730	85	167	76	117	47	66	61	72
Zm00001eb008740	31	39	24	20	8	21	13	11
Zm00001eb008750	16	62	17	41	20	62	33	46
Zm00001eb008770	150	258	301	301	87	106	124	208
Zm00001eb008780	892	860	1024	988	895	785	1443	842
Zm00001eb008790	208	283	179	206	82	154	150	335
Zm00001eb008800	219.77	241	123.95	66	77.85	121.95	240.45	151
Zm00001eb008810	1076.75	1076.12	2326	1149.22	1952.82	477.23	1489.51	1334.17
Zm00001eb008820	9.25	26.88	0	8.78	4.18	1.77	16.49	9.83
Zm00001eb008830	325	748	640	994	180	377	241	1257
Zm00001eb008850	41	38	50	47	20	25	38	23
Zm00001eb008860	0	0	0	0	0	0	0	0
Zm00001eb008870	1	0	1	0	1	0	2	0
Zm00001eb008880	80	107	138	148	57	56	106	90
Zm00001eb008890	342	307	231	156	199	240	409	277
Zm00001eb008900	504	766	310	403	485	697	627	713
Zm00001eb008910	1070	1485	850	655	526	651	545	463
Zm00001eb008920	513	1057	1452	2095	378	383	273	813
Zm00001eb008930	378	952	226	434	213	509	292	480
Zm00001eb008940	0	0	0	0	0	0	0	0
Zm00001eb008950	315	332	429	379	360	335	481	346
Zm00001eb008960	0	0	0	0	0	0	0	0
Zm00001eb008970	0	2	0	10	0	3	0	1
Zm00001eb008980	193	261	132	266	288	420	310	383
Zm00001eb008990	0	0	0	0	0	0	0	0
Zm00001eb009000	0	0	0	0	0	0	0	0
Zm00001eb009010	41	238	47	115	13	179	22	141
Zm00001eb009020	0	0	3	0	0	0	0	2.94
Zm00001eb009030	0	0	0	0	0	0	0	0
Zm00001eb009040	4	0	6	0	4	0	5	0
Zm00001eb009050	0	0	0	0	0	0	0	0
Zm00001eb009060	124	191	152	172	63	82	91	150
Zm00001eb009070	543	488	508	423	352	413	475	488
Zm00001eb009080	14	67	21	23	69	70	22	35
Zm00001eb009090	931	986	943	780	1084	516	907	1055
Zm00001eb009100	1140	1447	1164	1012	899	853	1272	1122
Zm00001eb009110	2578.96	2939.93	2048.68	1938.89	1716	1797.99	3065.48	2285.43
Zm00001eb009120	23	79	47	43	22	22	75	57
Zm00001eb009130	134	147	168	87	71	85	116	73
Zm00001eb009140	875	1043	970	703	854	778	1027	965
Zm00001eb009150	335	554	405	389	419	172	355	199
Zm00001eb009160	1535	936	3193	1858	1428	854	1517	881
Zm00001eb009170	172	239	180	225	126	149.47	162	167
Zm00001eb009210	0	0	0	0	0	0	0	0
Zm00001eb009230	5	7	14	6.01	17.57	9	5	19
Zm00001eb009240	323	278	295	206	181	193	208	142
Zm00001eb009250	324	105	396	96	406	96	275	127
Zm00001eb009260	0	1	1	15	3	15	0	18
Zm00001eb009270	0	20	4	11	5	16	11	21
Zm00001eb009280	0	0	0	0	0	0	0	0
Zm00001eb009290	28	12	37	16	11	7	32	14
Zm00001eb009300	0	0	0	0	0	1	0	1
Zm00001eb009310	1646	2743	1657	1667	1407	2539	2051	2902
Zm00001eb009320	215	369	206	374	198	354	175	234
Zm00001eb009340	180	219	520	452	178	371	93	198
Zm00001eb009360	722	879	866	551	702	741	806	753
Zm00001eb009370	303	330	317	333	245	235	292	291
Zm00001eb009380	68	97	49	33	86	82	140.2	127
Zm00001eb009390	0	0	0	0	0	0	0	0
Zm00001eb009400	9	2	4	7	3	8	22	9
Zm00001eb009410	0	0	0	1	0	0	0	0
Zm00001eb009420	0	0	0	0	0	0	0	0
Zm00001eb009430	581	423	368	293	375	477	627	415
Zm00001eb009460	36.84	47.35	22.28	56.01	25.83	22.96	33.5	33.55
Zm00001eb009470	68.16	78.65	72.72	54.99	33.17	79.04	70.5	38.45
Zm00001eb009480	896	491	917	607	627	407	680	453
Zm00001eb009490	82	132	60	80	45	96	103	132
Zm00001eb009500	187	356	193	249	107	193	103	202
Zm00001eb009510	1558	1465	845	1030	873	649	981	1062
Zm00001eb009520	2067.29	3617.36	1337.35	1289.75	1246.23	1939.27	1462.35	1576.89
Zm00001eb009530	0	0	0	0	0	0	0	0
Zm00001eb009540	177	365	159	339	239	390	172	215
Zm00001eb009550	225	535	161	329	210	364	488	511
Zm00001eb009560	0	0	0	0	0	0	0	0
Zm00001eb009570	51	18	45	40	98	63	41	24
Zm00001eb009580	225	264	200	156	68	153	164	155
Zm00001eb009590	3	1.99	0	0	2	0	1	2
Zm00001eb009600	144	134	196	78	51	30	113	30
Zm00001eb009610	10	21	13	21	6	3	5.43	8
Zm00001eb009620	9	0	16.04	3.03	8.01	0	5.52	0
Zm00001eb009630	9	25	14	4	10	2	8.57	4
Zm00001eb009640	293	537	461	583	277	348	373	533
Zm00001eb009650	0	0	0	0	0	0	0	0
Zm00001eb009660	240	311	376	267	193	102	196	223
Zm00001eb009670	33	5	22	0	19	3	32	0
Zm00001eb009690	7	16.63	13	20.21	6	11.05	11	13.51
Zm00001eb009700	4	0	7	0	9	0	9	0
Zm00001eb009710	4	0	7	0	4	0	3	0
Zm00001eb009730	303	233	412	186	570	184	657	428
Zm00001eb009750	0	0	0	0	0	0	0	0
Zm00001eb009760	0	0	0	0	0	0	3	1
Zm00001eb009770	204	105	257	82	245	79	215	104
Zm00001eb009780	149	207	308	376	103	149	156	179
Zm00001eb009800	14.03	0	4	0	4	0	7.01	0
Zm00001eb009810	3380	4230	3277	3355	2607	2240	3885	3865
Zm00001eb009820	0	0	0	0	0	0	0	0
Zm00001eb009830	0	0	0	0	0	0	0	0
Zm00001eb009840	0	0	0	0	0	0	0	0
Zm00001eb009850	12	6	30	5	11	2	10.2	0
Zm00001eb009860	0	0	0	0	0	0	0.8	0
Zm00001eb009870	192	361	116	169	76	192	117	155
Zm00001eb009880	1781	1457.5	1791	1428	1348	1174	1899	1580
Zm00001eb009890	866	687	956	862	960	661	1051	695
Zm00001eb009900	4011.56	2879.29	2312.97	1558.08	3857.49	2982.59	4615.73	3208.3
Zm00001eb009910	10527	10613	9475	5854	8359	7860	9418	10027
Zm00001eb009920	5231.44	5477.71	3014.03	2800.92	4836.51	5288.41	6228.27	5752.7
Zm00001eb009930	2	0	0	0	0	0	2	1
Zm00001eb009940	224	157	412	30	98	2	94	24
Zm00001eb009950	13	25	14	11	12	1	23	19
Zm00001eb009960	406	413	415	313	261	348	441	440
Zm00001eb009970	0	0	0	0	0	0	0	0
Zm00001eb009980	722	731	804	531	670	498	825	721
Zm00001eb009990	82	94	139	88	42	50	40	69
Zm00001eb010000	0	0	0	0	0	0	0	0
Zm00001eb010010	2	1	0	0	1	0	4	0
Zm00001eb010020	539	585	313	385	345	391	579	595
Zm00001eb010030	5467	6011	5875	4667	4962	4033	6515	5605
Zm00001eb010040	1365	1911	1228	1175	1203	1822	1362	2080
Zm00001eb010050	175	92	144.32	89	197	90.25	129	82.73
Zm00001eb010060	54	74	21	38	7	11	8	15
Zm00001eb010070	912	1957	1187	1296	1419	787	670	1042
Zm00001eb010080	16	46	45	18	52	17	13	14
Zm00001eb010090	0	0	0	0	0	0	0	0
Zm00001eb010100	22	105	27	39	14	63	30	88
Zm00001eb010110	309	112	343	70	195	90	222	81
Zm00001eb010130	243.61	586.3	171.85	431.88	50.23	111.22	431.58	420.1
Zm00001eb010140	360	1033	298	624	233	421	380	800
Zm00001eb010150	1556	1962	1565	1582	1354	1475	1755	1493
Zm00001eb010160	618	647	820	843	761	431	712	840
Zm00001eb010170	275.72	72.09	213.81	51.23	566.9	310.49	620.8	136.62
Zm00001eb010180	80.28	33.91	123.19	9.77	146.1	54.51	57.2	53.38
Zm00001eb010190	374	419	428	368	421	389	581	396
Zm00001eb010200	1000	1212	540	684	599	1121	765	813
Zm00001eb010210	65	33	63	26	20	14	43	4
Zm00001eb010220	0	0	0	0	0	0	0	0
Zm00001eb010230	2708	2554	2207	2080	1784	2016	2285	2316
Zm00001eb010240	283	421	162	168	295	282	360	287
Zm00001eb010250	0	0	0	0	0	0	0	0
Zm00001eb010260	0	0	0	0	0	0	0	0
Zm00001eb010270	2	5	0	0	1	7	0	1
Zm00001eb010280	977	1293	1063	908	859	1060	1103	1281
Zm00001eb010290	0	0	1	0	0	0	2	0
Zm00001eb010300	3629	3924	2386	2256	3570	4857	4301	4409
Zm00001eb010310	439	473	386	403	455	359	455	397
